Typhoon Name,Year,Region,Province,City/Municipality,Families,Person,Brgy,Dead,Injured/Ill,Missing,Totally,Partially,Total,Quantity,Cost,Type,Category,Nearest_Station,Station_Province,Distance_km,Max_24hr_Rainfall_mm,Total_Storm_Rainfall_mm,Min_Pressure_hPa,Max_Sustained_Wind_kph,Duration_in_PAR_Hours,PAR_START,PAR_END,DURATION_HOURS,MSW,weather_records_found,typhoon_duration_days,weather_missing,Extreme_24hr_Rainfall_mm,Lowest_Pressure_hPa,Strongest_Wind_kph
BETTY,2023,2,BATANES,BASCO,3608.0,11120.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3608.0,2646179.36,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,2.4975035611784056,,39.0,,,133.0,2023-05-27,2023-06-01,120.0,195,6,6,0,25.6,977.1,64.8
BETTY,2023,2,BATANES,ITBAYAT,968.0,3028.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,966.0,494592.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],ITBAYAT,BATANES,3.204942956938694,,32.71,,,133.0,2023-05-27,2023-06-01,120.0,195,6,6,0,20.3,1000.5,39.6
BETTY,2023,2,BATANES,IVANA,444.0,1532.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,227328.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,9.47055373163546,,39.0,,,133.0,2023-05-27,2023-06-01,120.0,195,6,6,0,25.6,977.1,64.8
BETTY,2023,2,BATANES,MAHATAO,575.0,1792.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,291082.96,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,4.890815626515307,,39.0,,,133.0,2023-05-27,2023-06-01,120.0,195,6,6,0,25.6,977.1,64.8
BETTY,2023,2,BATANES,SABTANG,575.0,1955.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,296521.75,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,19.89123103245572,,39.0,,,133.0,2023-05-27,2023-06-01,120.0,195,6,6,0,25.6,977.1,64.8
BETTY,2023,2,BATANES,UYUGAN,433.0,1464.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,294400.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,8.64408069177196,,39.0,,,133.0,2023-05-27,2023-06-01,120.0,195,6,6,0,25.6,977.1,64.8
HENRY,2022,2,BATANES,BASCO,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BASCO,BATANES,2.4975035611784056,,139.60000000000002,,,80.2,2022-08-31,2022-09-04,96.0,195,5,5,0,85.4,994.2,43.2
JENNY,2023,2,BATANES,BASCO,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.93,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,2.4975035611784056,,224.20000000000002,,,146.7,2023-09-29,2023-10-06,168.0,175,8,8,0,134.0,998.9,43.2
JENNY,2023,2,BATANES,ITBAYAT,6.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3072.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],ITBAYAT,BATANES,3.204942956938694,,355.79999999999995,,,146.7,2023-09-29,2023-10-06,168.0,175,8,8,0,273.0,1000.6,36.0
JENNY,2023,2,BATANES,SABTANG,0.0,139.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,51739.38,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,19.89123103245572,,224.20000000000002,,,146.7,2023-09-29,2023-10-06,168.0,175,8,8,0,134.0,998.9,43.2
KIKO,2021,2,BATANES,BASCO,3043.0,10656.0,6.0,0.0,0.0,0.0,171.0,1247.0,1418.0,5166.0,13757200.0,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",BASCO,BATANES,2.4975035611784056,,604.9,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,420.7,927.9,36.0
KIKO,2021,2,BATANES,ITBAYAT,977.0,2985.0,5.0,0.0,0.0,0.0,11.0,174.0,185.0,977.0,488500.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],ITBAYAT,BATANES,3.204942956938694,,688.2,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,510.0,,93.60000000000001
KIKO,2021,2,BATANES,IVANA,441.0,1609.0,4.0,0.0,3.0,0.0,15.0,190.0,205.0,575.0,890500.0,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",BASCO,BATANES,9.47055373163546,,604.9,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,420.7,927.9,36.0
KIKO,2021,2,BATANES,MAHATAO,517.0,1792.0,4.0,0.0,2.0,0.0,22.0,87.0,109.0,823.0,1788500.0,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",BASCO,BATANES,4.890815626515307,,604.9,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,420.7,927.9,36.0
KIKO,2021,2,BATANES,SABTANG,575.0,1968.0,6.0,0.0,5.0,0.0,25.0,211.0,236.0,575.0,287500.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,19.89123103245572,,604.9,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,420.7,927.9,36.0
KIKO,2021,2,BATANES,UYUGAN,450.0,1558.0,4.0,0.0,17.0,0.0,21.0,151.0,172.0,873.0,2340000.0,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",BASCO,BATANES,8.64408069177196,,604.9,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,420.7,927.9,36.0
MARING,2021,2,BATANES,BASCO,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BASCO,BATANES,2.4975035611784056,,152.1,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,81.4,986.0,61.2
BETTY,2023,2,CAGAYAN,CALAYAN,380.0,1195.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,491042.3,"['BUTANE CANISTER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MODULAR TENT', 'PORTABLE STOVE']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'SHELTER KIT']",CALAYAN,CAGAYAN,3.9256751233842966,,110.31000000000002,,,133.0,2023-05-27,2023-06-01,120.0,195,6,6,0,51.7,996.5,28.8
BETTY,2023,2,CAGAYAN,GONZAGA,111.0,410.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,555842.3,"['BUTANE CANISTER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MODULAR TENT', 'PORTABLE STOVE']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'SHELTER KIT']",APARRI,CAGAYAN,52.36313462232162,,35.1,,,133.0,2023-05-27,2023-06-01,120.0,195,6,6,0,14.4,996.6,32.4
BETTY,2023,2,CAGAYAN,RIZAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,482212.5,"['BUTANE CANISTER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MODULAR TENT', 'PORTABLE STOVE']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'SHELTER KIT']",TUGUEGARAO,CAGAYAN,43.1918957089868,,3.6299999999999994,,,133.0,2023-05-27,2023-06-01,120.0,195,6,6,0,3.4,997.1,10.8
BETTY,2023,2,CAGAYAN,SANTA ANA,162.0,503.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,576722.3,"['BUTANE CANISTER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MODULAR TENT', 'PORTABLE STOVE']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'SHELTER KIT']",APARRI,CAGAYAN,65.83345146295328,,35.1,,,133.0,2023-05-27,2023-06-01,120.0,195,6,6,0,14.4,996.6,32.4
BETTY,2023,2,CAGAYAN,SANTA TERESITA,9.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17167.5,"['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",APARRI,CAGAYAN,31.270818288418305,,35.1,,,133.0,2023-05-27,2023-06-01,120.0,195,6,6,0,14.4,996.6,32.4
FLORITA,2022,2,CAGAYAN,ABULUG,16.0,65.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,22.685925482362137,,99.31,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,50.4,991.1,25.2
FLORITA,2022,2,CAGAYAN,ALLACAPAN,7.0,20.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5000.0,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE'],APARRI,CAGAYAN,17.431435785945638,,99.31,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,50.4,991.1,25.2
FLORITA,2022,2,CAGAYAN,AMULUNG,7.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,23.45790751390724,,234.5,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,146.0,989.1,18.0
FLORITA,2022,2,CAGAYAN,APARRI,102.0,355.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,0.1319545570214243,,99.31,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,50.4,991.1,25.2
FLORITA,2022,2,CAGAYAN,BAGGAO,1655.0,4982.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,1736375.0,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']",TUGUEGARAO,CAGAYAN,35.84262703040968,,234.5,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,146.0,989.1,18.0
FLORITA,2022,2,CAGAYAN,BALLESTEROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0,0.0,,,APARRI,CAGAYAN,14.143693277869955,,99.31,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,50.4,991.1,25.2
FLORITA,2022,2,CAGAYAN,CLAVERIA,135.0,356.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,61.74324568968202,,99.31,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,50.4,991.1,25.2
FLORITA,2022,2,CAGAYAN,ENRILE,1.0,6.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,6.917462249599953,,234.5,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,146.0,989.1,18.0
FLORITA,2022,2,CAGAYAN,GATTARAN,391.0,1434.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,558000.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,40.29307183078743,,99.31,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,50.4,991.1,25.2
FLORITA,2022,2,CAGAYAN,GONZAGA,56.0,217.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,52.36313462232162,,99.31,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,50.4,991.1,25.2
FLORITA,2022,2,CAGAYAN,IGUIG,386.0,1712.0,10.0,0.0,0.0,0.0,2.0,14.0,16.0,500.0,273400.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,15.806836628623907,,234.5,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,146.0,989.1,18.0
FLORITA,2022,2,CAGAYAN,LAL LO,110.0,315.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,256000.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,31.89656343289272,,99.31,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,50.4,991.1,25.2
FLORITA,2022,2,CAGAYAN,LASAM,17.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,35.12842453735578,,99.31,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,50.4,991.1,25.2
FLORITA,2022,2,CAGAYAN,PAMPLONA,51.0,109.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,,APARRI,CAGAYAN,34.709542014694385,,99.31,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,50.4,991.1,25.2
FLORITA,2022,2,CAGAYAN,PENABLANCA,526.0,1732.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,27.43257949572228,,234.5,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,146.0,989.1,18.0
FLORITA,2022,2,CAGAYAN,PIAT,9.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,27.094254799469542,,234.5,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,146.0,989.1,18.0
FLORITA,2022,2,CAGAYAN,RIZAL,29.0,84.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,43.1918957089868,,234.5,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,146.0,989.1,18.0
FLORITA,2022,2,CAGAYAN,SANTA ANA,43.0,171.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,65.83345146295328,,99.31,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,50.4,991.1,25.2
FLORITA,2022,2,CAGAYAN,SANTA PRAXEDES,40.0,122.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,70.4756287386241,,99.31,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,50.4,991.1,25.2
FLORITA,2022,2,CAGAYAN,SANTO NINO,23.0,74.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE'],TUGUEGARAO,CAGAYAN,41.52522939330027,,234.5,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,146.0,989.1,18.0
FLORITA,2022,2,CAGAYAN,SOLANA,30.0,106.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,10.801831390031252,,234.5,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,146.0,989.1,18.0
FLORITA,2022,2,CAGAYAN,TUGUEGARAO CITY,622.0,2250.0,17.0,0.0,1.0,0.0,0.0,6.0,6.0,500.0,256000.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,3.6175494606262433,,234.5,,,74.0,2022-08-21,2022-08-24,72.0,110,4,4,0,146.0,989.1,18.0
KARDING,2022,2,CAGAYAN,APARRI,278.0,1084.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12048.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,0.1319545570214243,,57.0,,,114.0,2022-09-22,2022-09-26,96.0,195,5,5,0,25.0,1004.1,18.0
KIKO,2021,2,CAGAYAN,ABULUG,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,22.685925482362137,,55.1,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,40.5,1000.9,21.6
KIKO,2021,2,CAGAYAN,ALCALA,9.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,33.47966584578591,,64.8,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,57.8,1002.1,7.2
KIKO,2021,2,CAGAYAN,ALLACAPAN,96.0,346.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,17.431435785945638,,55.1,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,40.5,1000.9,21.6
KIKO,2021,2,CAGAYAN,APARRI,57.0,248.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,0.1319545570214243,,55.1,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,40.5,1000.9,21.6
KIKO,2021,2,CAGAYAN,BAGGAO,828.0,2363.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0,376872.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,35.84262703040968,,64.8,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,57.8,1002.1,7.2
KIKO,2021,2,CAGAYAN,BUGUEY,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,21.324535393683966,,55.1,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,40.5,1000.9,21.6
KIKO,2021,2,CAGAYAN,CALAYAN,217.0,696.0,9.0,0.0,0.0,0.0,2.0,14.0,16.0,985.0,870200.0,"['ANTIGEN TEST KIT', 'FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'MEDICAL']",CALAYAN,CAGAYAN,3.9256751233842966,,204.61,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,105.8,996.2,25.2
KIKO,2021,2,CAGAYAN,GATTARAN,226.0,825.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,40.29307183078743,,55.1,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,40.5,1000.9,21.6
KIKO,2021,2,CAGAYAN,GONZAGA,11.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,52.36313462232162,,55.1,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,40.5,1000.9,21.6
KIKO,2021,2,CAGAYAN,LAL LO,88.0,323.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,31.89656343289272,,55.1,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,40.5,1000.9,21.6
KIKO,2021,2,CAGAYAN,LASAM,57.0,197.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,35.12842453735578,,55.1,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,40.5,1000.9,21.6
KIKO,2021,2,CAGAYAN,PAMPLONA,95.0,264.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,34.709542014694385,,55.1,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,40.5,1000.9,21.6
KIKO,2021,2,CAGAYAN,SANTA ANA,106.0,420.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,65.83345146295328,,55.1,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,40.5,1000.9,21.6
KIKO,2021,2,CAGAYAN,SANTA PRAXEDES,9.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,70.4756287386241,,55.1,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,40.5,1000.9,21.6
KIKO,2021,2,CAGAYAN,SANTA TERESITA,56.0,211.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,31.270818288418305,,55.1,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,40.5,1000.9,21.6
KIKO,2021,2,CAGAYAN,SOLANA,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,10.801831390031252,,64.8,,,116.0,2021-09-07,2021-09-12,120.0,215,6,6,0,57.8,1002.1,7.2
MARING,2021,2,CAGAYAN,ABULUG,31.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,172880.0,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']",APARRI,CAGAYAN,22.685925482362137,,227.31,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,138.4,981.4,36.0
MARING,2021,2,CAGAYAN,ALLACAPAN,123.0,543.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,123.0,62976.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,17.431435785945638,,227.31,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,138.4,981.4,36.0
MARING,2021,2,CAGAYAN,AMULUNG,3.0,14.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,23.45790751390724,,151.10000000000002,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,103.2,985.7,18.0
MARING,2021,2,CAGAYAN,APARRI,5915.0,20505.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6835.0,12303536.0,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,0.1319545570214243,,227.31,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,138.4,981.4,36.0
MARING,2021,2,CAGAYAN,BAGGAO,1853.0,5938.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,2253.0,1258696.0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,35.84262703040968,,151.10000000000002,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,103.2,985.7,18.0
MARING,2021,2,CAGAYAN,BALLESTEROS,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50000.0,['HYGIENE KIT'],['HYGIENE KIT'],APARRI,CAGAYAN,14.143693277869955,,227.31,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,138.4,981.4,36.0
MARING,2021,2,CAGAYAN,BUGUEY,4219.0,15801.0,26.0,0.0,0.0,0.0,0.0,13.0,13.0,2089.0,2423419.0,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT', 'NON FOOD ITEM']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT', 'OTHERS']",APARRI,CAGAYAN,21.324535393683966,,227.31,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,138.4,981.4,36.0
MARING,2021,2,CAGAYAN,CALAYAN,1000.0,3235.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,653952.0,"['BLANKET', 'FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",CALAYAN,CAGAYAN,3.9256751233842966,,218.2,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,133.4,980.7,36.0
MARING,2021,2,CAGAYAN,CAMALANIUGAN,611.0,2476.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,1220.0,2779245.0,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,10.53998482363736,,227.31,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,138.4,981.4,36.0
MARING,2021,2,CAGAYAN,CLAVERIA,36.0,144.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,180000.0,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE'],APARRI,CAGAYAN,61.74324568968202,,227.31,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,138.4,981.4,36.0
MARING,2021,2,CAGAYAN,GATTARAN,1891.0,6038.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,2513192.0,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",APARRI,CAGAYAN,40.29307183078743,,227.31,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,138.4,981.4,36.0
MARING,2021,2,CAGAYAN,GONZAGA,1943.0,6357.0,21.0,0.0,0.0,0.0,5.0,1.0,6.0,3537.0,9471504.0,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,52.36313462232162,,227.31,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,138.4,981.4,36.0
MARING,2021,2,CAGAYAN,IGUIG,6.0,12.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,15.806836628623907,,151.10000000000002,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,103.2,985.7,18.0
MARING,2021,2,CAGAYAN,LAL LO,488.0,1782.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,2683776.0,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",APARRI,CAGAYAN,31.89656343289272,,227.31,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,138.4,981.4,36.0
MARING,2021,2,CAGAYAN,LASAM,33.0,99.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,APARRI,CAGAYAN,35.12842453735578,,227.31,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,138.4,981.4,36.0
MARING,2021,2,CAGAYAN,PAMPLONA,200.0,629.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,1152400.0,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,34.709542014694385,,227.31,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,138.4,981.4,36.0
MARING,2021,2,CAGAYAN,PENABLANCA,5.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,27.43257949572228,,151.10000000000002,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,103.2,985.7,18.0
MARING,2021,2,CAGAYAN,PIAT,13.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TUGUEGARAO,CAGAYAN,27.094254799469542,,151.10000000000002,,,118.0,2021-10-07,2021-10-12,120.0,100,6,6,0,103.2,985.7,18.0
