Typhoon Name,Year,Region,Province,City/Municipality,Families,Person,Brgy,Dead,Injured/Ill,Missing,Totally,Partially,Total,Quantity,Cost,Type,Category,Nearest_Station,Station_Province,Distance_km,Max_24hr_Rainfall_mm,Total_Storm_Rainfall_mm,Min_Pressure_hPa,Max_Sustained_Wind_kph,Duration_in_PAR_Hours
BETTY,2023,2,BATANES,BASCO,3608,11120,6,0,0,0,0,0,0,3608,2646179.36,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,2.497503561,,,,,133
BETTY,2023,2,BATANES,ITBAYAT,968,3028,5,0,0,0,0,0,0,966,494592,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],ITBAYAT,BATANES,3.204942957,,,,,133
BETTY,2023,2,BATANES,IVANA,444,1532,4,0,0,0,0,0,0,444,227328,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,9.470553732,,,,,133
BETTY,2023,2,BATANES,MAHATAO,575,1792,4,0,0,0,0,0,0,575,291082.96,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,4.890815627,,,,,133
BETTY,2023,2,BATANES,SABTANG,575,1955,6,0,0,0,0,0,0,575,296521.75,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,19.89123103,,,,,133
BETTY,2023,2,BATANES,UYUGAN,433,1464,4,0,0,0,0,0,0,433,294400,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,8.644080692,,,,,133
HENRY,2022,2,BATANES,BASCO,2,10,1,0,0,0,0,0,0,0,0,,,BASCO,BATANES,2.497503561,,,,,80.2
JENNY,2023,2,BATANES,BASCO,1,1,1,0,0,0,0,0,0,0,783.93,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,2.497503561,,,,,146.7
JENNY,2023,2,BATANES,ITBAYAT,6,20,2,0,0,0,0,0,0,6,3072,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],ITBAYAT,BATANES,3.204942957,,,,,146.7
JENNY,2023,2,BATANES,SABTANG,0,139,4,0,0,0,0,0,0,66,51739.38,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,19.89123103,,,,,146.7
KIKO,2021,2,BATANES,BASCO,3043,10656,6,0,0,0,171,1247,1418,5166,13757200,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",BASCO,BATANES,2.497503561,,,,,116
KIKO,2021,2,BATANES,ITBAYAT,977,2985,5,0,0,0,11,174,185,977,488500,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],ITBAYAT,BATANES,3.204942957,,,,,116
KIKO,2021,2,BATANES,IVANA,441,1609,4,0,3,0,15,190,205,575,890500,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",BASCO,BATANES,9.470553732,,,,,116
KIKO,2021,2,BATANES,MAHATAO,517,1792,4,0,2,0,22,87,109,823,1788500,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",BASCO,BATANES,4.890815627,,,,,116
KIKO,2021,2,BATANES,SABTANG,575,1968,6,0,5,0,25,211,236,575,287500,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],BASCO,BATANES,19.89123103,,,,,116
KIKO,2021,2,BATANES,UYUGAN,450,1558,4,0,17,0,21,151,172,873,2340000,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",BASCO,BATANES,8.644080692,,,,,116
MARING,2021,2,BATANES,BASCO,1,2,1,0,0,0,0,0,0,0,0,,,BASCO,BATANES,2.497503561,,,,,118
BETTY,2023,2,CAGAYAN,CALAYAN,380,1195,7,0,0,0,0,0,0,120,491042.3,"['BUTANE CANISTER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MODULAR TENT', 'PORTABLE STOVE']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'SHELTER KIT']",CALAYAN,CAGAYAN,3.925675123,,,,,133
BETTY,2023,2,CAGAYAN,GONZAGA,111,410,5,0,0,0,0,0,0,251,555842.3,"['BUTANE CANISTER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MODULAR TENT', 'PORTABLE STOVE']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'SHELTER KIT']",APARRI,CAGAYAN,52.36313462,,,,,133
BETTY,2023,2,CAGAYAN,RIZAL,0,0,0,0,0,0,0,0,0,110,482212.5,"['BUTANE CANISTER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MODULAR TENT', 'PORTABLE STOVE']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'SHELTER KIT']",TUGUEGARAO,CAGAYAN,43.19189571,,,,,133
BETTY,2023,2,CAGAYAN,SANTA ANA,162,503,11,0,0,0,0,0,0,239,576722.3,"['BUTANE CANISTER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MODULAR TENT', 'PORTABLE STOVE']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'SHELTER KIT']",APARRI,CAGAYAN,65.83345146,,,,,133
BETTY,2023,2,CAGAYAN,SANTA TERESITA,9,37,1,0,0,0,0,0,0,18,17167.5,"['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",APARRI,CAGAYAN,31.27081829,,,,,133
FLORITA,2022,2,CAGAYAN,ABULUG,16,65,2,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,22.68592548,,,,,74
FLORITA,2022,2,CAGAYAN,ALLACAPAN,7,20,3,0,1,0,0,0,0,1,5000,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE'],APARRI,CAGAYAN,17.43143579,,,,,74
FLORITA,2022,2,CAGAYAN,AMULUNG,7,32,2,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,23.45790751,,,,,74
FLORITA,2022,2,CAGAYAN,APARRI,102,355,10,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,0.131954557,,,,,74
FLORITA,2022,2,CAGAYAN,BAGGAO,1655,4982,40,0,0,0,0,0,0,2600,1736375,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']",TUGUEGARAO,CAGAYAN,35.84262703,,,,,74
FLORITA,2022,2,CAGAYAN,BALLESTEROS,0,0,0,0,0,0,0,62,62,0,0,,,APARRI,CAGAYAN,14.14369328,,,,,74
FLORITA,2022,2,CAGAYAN,CLAVERIA,135,356,7,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,61.74324569,,,,,74
FLORITA,2022,2,CAGAYAN,ENRILE,1,6,1,0,1,0,0,2,2,0,0,,,TUGUEGARAO,CAGAYAN,6.91746225,,,,,74
FLORITA,2022,2,CAGAYAN,GATTARAN,391,1434,22,0,0,0,0,0,0,1000,558000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,40.29307183,,,,,74
FLORITA,2022,2,CAGAYAN,GONZAGA,56,217,4,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,52.36313462,,,,,74
FLORITA,2022,2,CAGAYAN,IGUIG,386,1712,10,0,0,0,2,14,16,500,273400,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,15.80683663,,,,,74
FLORITA,2022,2,CAGAYAN,LAL LO,110,315,11,0,0,0,0,0,0,500,256000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,31.89656343,,,,,74
FLORITA,2022,2,CAGAYAN,LASAM,17,48,2,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,35.12842454,,,,,74
FLORITA,2022,2,CAGAYAN,PAMPLONA,51,109,6,0,0,0,0,2,2,0,0,,,APARRI,CAGAYAN,34.70954201,,,,,74
FLORITA,2022,2,CAGAYAN,PENABLANCA,526,1732,13,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,27.4325795,,,,,74
FLORITA,2022,2,CAGAYAN,PIAT,9,28,2,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,27.0942548,,,,,74
FLORITA,2022,2,CAGAYAN,RIZAL,29,84,6,0,0,0,0,2,2,0,0,,,TUGUEGARAO,CAGAYAN,43.19189571,,,,,74
FLORITA,2022,2,CAGAYAN,SANTA ANA,43,171,6,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,65.83345146,,,,,74
FLORITA,2022,2,CAGAYAN,SANTA PRAXEDES,40,122,4,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,70.47562874,,,,,74
FLORITA,2022,2,CAGAYAN,SANTO NINO,23,74,1,1,0,0,0,0,0,1,10000,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE'],TUGUEGARAO,CAGAYAN,41.52522939,,,,,74
FLORITA,2022,2,CAGAYAN,SOLANA,30,106,6,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,10.80183139,,,,,74
FLORITA,2022,2,CAGAYAN,TUGUEGARAO CITY,622,2250,17,0,1,0,0,6,6,500,256000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,3.617549461,,,,,74
KARDING,2022,2,CAGAYAN,APARRI,278,1084,2,0,0,0,0,0,0,24,12048,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,0.131954557,,,,,114
KIKO,2021,2,CAGAYAN,ABULUG,1,3,1,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,22.68592548,,,,,116
KIKO,2021,2,CAGAYAN,ALCALA,9,36,2,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,33.47966585,,,,,116
KIKO,2021,2,CAGAYAN,ALLACAPAN,96,346,5,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,17.43143579,,,,,116
KIKO,2021,2,CAGAYAN,APARRI,57,248,8,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,0.131954557,,,,,116
KIKO,2021,2,CAGAYAN,BAGGAO,828,2363,28,0,0,0,0,0,0,766,376872,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,35.84262703,,,,,116
KIKO,2021,2,CAGAYAN,BUGUEY,0,19,1,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,21.32453539,,,,,116
KIKO,2021,2,CAGAYAN,CALAYAN,217,696,9,0,0,0,2,14,16,985,870200,"['ANTIGEN TEST KIT', 'FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'MEDICAL']",CALAYAN,CAGAYAN,3.925675123,,,,,116
KIKO,2021,2,CAGAYAN,GATTARAN,226,825,12,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,40.29307183,,,,,116
KIKO,2021,2,CAGAYAN,GONZAGA,11,46,2,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,52.36313462,,,,,116
KIKO,2021,2,CAGAYAN,LAL LO,88,323,7,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,31.89656343,,,,,116
KIKO,2021,2,CAGAYAN,LASAM,57,197,2,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,35.12842454,,,,,116
KIKO,2021,2,CAGAYAN,PAMPLONA,95,264,7,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,34.70954201,,,,,116
KIKO,2021,2,CAGAYAN,SANTA ANA,106,420,7,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,65.83345146,,,,,116
KIKO,2021,2,CAGAYAN,SANTA PRAXEDES,9,30,2,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,70.47562874,,,,,116
KIKO,2021,2,CAGAYAN,SANTA TERESITA,56,211,5,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,31.27081829,,,,,116
KIKO,2021,2,CAGAYAN,SOLANA,3,11,2,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,10.80183139,,,,,116
MARING,2021,2,CAGAYAN,ABULUG,31,119,1,0,0,0,0,0,0,290,172880,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']",APARRI,CAGAYAN,22.68592548,,,,,118
MARING,2021,2,CAGAYAN,ALLACAPAN,123,543,8,0,0,0,0,10,10,123,62976,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,17.43143579,,,,,118
MARING,2021,2,CAGAYAN,AMULUNG,3,14,3,0,0,0,0,3,3,0,0,,,TUGUEGARAO,CAGAYAN,23.45790751,,,,,118
MARING,2021,2,CAGAYAN,APARRI,5915,20505,20,0,0,0,0,0,0,6835,12303536,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,0.131954557,,,,,118
MARING,2021,2,CAGAYAN,BAGGAO,1853,5938,43,0,0,0,0,0,0,2253,1258696,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,35.84262703,,,,,118
MARING,2021,2,CAGAYAN,BALLESTEROS,3,10,1,0,0,0,0,0,0,50,50000,['HYGIENE KIT'],['HYGIENE KIT'],APARRI,CAGAYAN,14.14369328,,,,,118
MARING,2021,2,CAGAYAN,BUGUEY,4219,15801,26,0,0,0,0,13,13,2089,2423419,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT', 'NON FOOD ITEM']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT', 'OTHERS']",APARRI,CAGAYAN,21.32453539,,,,,118
MARING,2021,2,CAGAYAN,CALAYAN,1000,3235,9,0,0,0,0,0,0,1400,653952,"['BLANKET', 'FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",CALAYAN,CAGAYAN,3.925675123,,,,,118
MARING,2021,2,CAGAYAN,CAMALANIUGAN,611,2476,13,0,0,0,1,0,1,1220,2779245,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,10.53998482,,,,,118
MARING,2021,2,CAGAYAN,CLAVERIA,36,144,5,1,0,0,0,0,0,36,180000,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE'],APARRI,CAGAYAN,61.74324569,,,,,118
MARING,2021,2,CAGAYAN,GATTARAN,1891,6038,26,0,0,0,0,0,0,2200,2513192,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",APARRI,CAGAYAN,40.29307183,,,,,118
MARING,2021,2,CAGAYAN,GONZAGA,1943,6357,21,0,0,0,5,1,6,3537,9471504,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,52.36313462,,,,,118
MARING,2021,2,CAGAYAN,IGUIG,6,12,2,0,0,0,0,4,4,0,0,,,TUGUEGARAO,CAGAYAN,15.80683663,,,,,118
MARING,2021,2,CAGAYAN,LAL LO,488,1782,7,0,0,0,0,0,0,975,2683776,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",APARRI,CAGAYAN,31.89656343,,,,,118
MARING,2021,2,CAGAYAN,LASAM,33,99,4,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,35.12842454,,,,,118
MARING,2021,2,CAGAYAN,PAMPLONA,200,629,9,0,0,0,0,0,0,450,1152400,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,34.70954201,,,,,118
MARING,2021,2,CAGAYAN,PENABLANCA,5,22,2,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,27.4325795,,,,,118
MARING,2021,2,CAGAYAN,PIAT,13,20,1,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,27.0942548,,,,,118
MARING,2021,2,CAGAYAN,RIZAL,99,344,5,0,0,0,0,0,0,99,47520,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,43.19189571,,,,,118
MARING,2021,2,CAGAYAN,SANCHEZ MIRA,4,10,1,0,0,0,0,0,0,4,20000,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE'],APARRI,CAGAYAN,49.64414111,,,,,118
MARING,2021,2,CAGAYAN,SANTA ANA,19,88,6,1,0,1,0,0,0,69,145000,"['FINANCIAL', 'HYGIENE KIT']","['FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,65.83345146,,,,,118
MARING,2021,2,CAGAYAN,SANTA PRAXEDES,137,486,9,0,0,0,0,0,0,256,739040,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']",APARRI,CAGAYAN,70.47562874,,,,,118
MARING,2021,2,CAGAYAN,SANTA TERESITA,3009,14218,13,0,0,0,0,0,0,4977,16207509,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']",APARRI,CAGAYAN,31.27081829,,,,,118
MAYMAY,2022,2,CAGAYAN,ALLACAPAN,1114,4176,22,0,0,0,0,0,0,982,609384.53,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,17.43143579,,,,,54
MAYMAY,2022,2,CAGAYAN,APARRI,5297,21011,29,0,0,0,0,0,0,3784,2249962,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,0.131954557,,,,,54
MAYMAY,2022,2,CAGAYAN,BAGGAO,47,185,2,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,35.84262703,,,,,54
MAYMAY,2022,2,CAGAYAN,BALLESTEROS,393,1395,10,0,0,0,0,0,0,392,200704,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,14.14369328,,,,,54
MAYMAY,2022,2,CAGAYAN,BUGUEY,1404,4948,30,0,0,0,0,0,0,1325,844400,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,21.32453539,,,,,54
MAYMAY,2022,2,CAGAYAN,CAMALANIUGAN,465,1914,14,0,0,0,0,0,0,591,302592,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,10.53998482,,,,,54
MAYMAY,2022,2,CAGAYAN,CLAVERIA,49,226,2,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,61.74324569,,,,,54
MAYMAY,2022,2,CAGAYAN,GATTARAN,65,261,2,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,40.29307183,,,,,54
MAYMAY,2022,2,CAGAYAN,GONZAGA,540,1956,14,0,0,0,0,0,0,171,87552,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,52.36313462,,,,,54
MAYMAY,2022,2,CAGAYAN,LAL LO,450,1550,14,0,0,0,0,0,0,135,69120,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,31.89656343,,,,,54
MAYMAY,2022,2,CAGAYAN,LASAM,285,1008,10,0,0,0,0,0,0,215,110080,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,35.12842454,,,,,54
MAYMAY,2022,2,CAGAYAN,PAMPLONA,182,536,7,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,34.70954201,,,,,54
MAYMAY,2022,2,CAGAYAN,RIZAL,18,54,2,0,0,0,0,0,0,18,9216,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,43.19189571,,,,,54
MAYMAY,2022,2,CAGAYAN,SANCHEZ MIRA,24,91,3,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,49.64414111,,,,,54
MAYMAY,2022,2,CAGAYAN,SANTA ANA,1,4,1,1,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,65.83345146,,,,,54
MAYMAY,2022,2,CAGAYAN,SANTA TERESITA,692,2649,10,0,0,0,0,0,0,500,251000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,31.27081829,,,,,54
NENENG,2022,2,CAGAYAN,ABULUG,553,1960,7,0,0,0,0,0,0,2600,1677950,"['BOTTLED WATER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",APARRI,CAGAYAN,22.68592548,,,,,78.2
NENENG,2022,2,CAGAYAN,ALLACAPAN,2145,7945,22,0,0,0,0,0,0,1621,904313,"['BOTTLED WATER', 'FAMILY FOOD PACK']",['FAMILY FOOD PACK'],APARRI,CAGAYAN,17.43143579,,,,,78.2
NENENG,2022,2,CAGAYAN,APARRI,15241,53283,36,0,0,0,0,0,0,11100,7197005,"['BOTTLED WATER', 'FAMILY FOOD PACK', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'SLEEPING KIT']",APARRI,CAGAYAN,0.131954557,,,,,78.2
NENENG,2022,2,CAGAYAN,BAGGAO,390,1053,6,0,0,0,0,0,0,289,145078,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],TUGUEGARAO,CAGAYAN,35.84262703,,,,,78.2
NENENG,2022,2,CAGAYAN,BALLESTEROS,3130,10914,17,0,0,0,0,0,0,4338,2895511,"['BOTTLED WATER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",APARRI,CAGAYAN,14.14369328,,,,,78.2
NENENG,2022,2,CAGAYAN,BUGUEY,3081,10697,28,0,0,0,0,0,0,277,339248,"['BLANKET', 'FAMILY FOOD PACK', 'MEGAPHONE', 'MODULAR TENT']","['FAMILY FOOD PACK', 'LOGISTICAL SUPPORT', 'SHELTER KIT', 'SLEEPING KIT']",APARRI,CAGAYAN,21.32453539,,,,,78.2
NENENG,2022,2,CAGAYAN,CALAYAN,1107,3450,12,0,0,0,47,0,47,55,28160,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],CALAYAN,CAGAYAN,3.925675123,,,,,78.2
NENENG,2022,2,CAGAYAN,CAMALANIUGAN,1028,4061,21,0,0,0,0,0,0,2020,1517090.2,"['BLANKET', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MODULAR TENT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SHELTER KIT', 'SLEEPING KIT']",APARRI,CAGAYAN,10.53998482,,,,,78.2
NENENG,2022,2,CAGAYAN,CLAVERIA,3206,11905,38,0,0,0,0,0,0,4600,2896080,"['BOTTLED WATER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",APARRI,CAGAYAN,61.74324569,,,,,78.2
NENENG,2022,2,CAGAYAN,GATTARAN,119,430,7,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,40.29307183,,,,,78.2
NENENG,2022,2,CAGAYAN,GONZAGA,1680,6224,20,0,0,0,0,0,0,1105,731758.2,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,52.36313462,,,,,78.2
NENENG,2022,2,CAGAYAN,LAL LO,392,1252,10,0,0,0,0,0,0,853,519736,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,31.89656343,,,,,78.2
NENENG,2022,2,CAGAYAN,LASAM,16,46,1,0,0,0,0,0,0,10,5120,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,35.12842454,,,,,78.2
NENENG,2022,2,CAGAYAN,PAMPLONA,1269,4826,14,0,0,0,0,1,1,2742,1635655.36,"['BOTTLED WATER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",APARRI,CAGAYAN,34.70954201,,,,,78.2
NENENG,2022,2,CAGAYAN,SANCHEZ MIRA,8625,28266,18,0,0,0,0,13,13,4600,3008699,"['BOTTLED WATER', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']",APARRI,CAGAYAN,49.64414111,,,,,78.2
NENENG,2022,2,CAGAYAN,SANTA ANA,805,3757,15,0,0,0,0,0,0,2557,2055784,"['BLANKET', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'MEGAPHONE', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'LOGISTICAL SUPPORT', 'SLEEPING KIT']",APARRI,CAGAYAN,65.83345146,,,,,78.2
NENENG,2022,2,CAGAYAN,SANTA PRAXEDES,1203,3715,10,0,0,0,2,47,49,1500,950595,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,70.47562874,,,,,78.2
NENENG,2022,2,CAGAYAN,SANTA TERESITA,1187,3907,10,0,0,0,0,0,0,1203,929815.2,"['BLANKET', 'FAMILY FOOD PACK', 'MEGAPHONE', 'MODULAR TENT']","['FAMILY FOOD PACK', 'LOGISTICAL SUPPORT', 'SHELTER KIT', 'SLEEPING KIT']",APARRI,CAGAYAN,31.27081829,,,,,78.2
OBET,2022,2,CAGAYAN,APARRI,2202,7516,13,0,0,0,0,0,0,500,337500,['FAMILY FOOD PACK'],['FAMILY FOOD PACK'],APARRI,CAGAYAN,0.131954557,,,,,86.5
OBET,2022,2,CAGAYAN,BAGGAO,46,125,2,0,0,0,0,0,0,0,0,,,TUGUEGARAO,CAGAYAN,35.84262703,,,,,86.5
OBET,2022,2,CAGAYAN,BALLESTEROS,4103,13219,18,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,14.14369328,,,,,86.5
OBET,2022,2,CAGAYAN,CAMALANIUGAN,168,658,2,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,10.53998482,,,,,86.5
OBET,2022,2,CAGAYAN,CLAVERIA,24,84,8,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,61.74324569,,,,,86.5
OBET,2022,2,CAGAYAN,LAL LO,30,83,1,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,31.89656343,,,,,86.5
OBET,2022,2,CAGAYAN,PAMPLONA,213,738,3,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,34.70954201,,,,,86.5
OBET,2022,2,CAGAYAN,SANTA ANA,82,280,6,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,65.83345146,,,,,86.5
OBET,2022,2,CAGAYAN,SANTA PRAXEDES,58,170,6,0,0,0,0,0,0,0,0,,,APARRI,CAGAYAN,70.47562874,,,,,86.5
