Target,Accuracy,F1-Score,ROC-AUC
dead,0.8286516853932584,0.14084507042253522,0.7167630057803468
injured_ill,0.7949438202247191,0.24742268041237114,0.8135249101983446
missing,0.952247191011236,0.0,0.18181818181818182
